origin,dest,distance
-122.3167509707254547.612849112514134,-122.316531247.6129403,1
-122.3160187894918647.6131529128777,-122.315534547.6133524,0
-122.316229347.6130662,-122.3160187894918647.6131529128777,0
-122.315534547.6133524,-122.314962747.6135878,1
-122.31680547.6129362,-122.317673147.6129396,2
-122.319442093123947.61294661538977,-122.319857347.6129483,3
-122.320815547.6129732,-122.320950147.6129896,0
-122.318142847.6129415,-122.319438347.6129466,2
-122.319438347.6129466,-122.319442093123947.61294661538977,2
-122.342335447.6262561,-122.343536247.6262633,0
-122.31788547.7012822,-122.317682547.7012797,3
-122.28457547.6164657,-122.284577247.6165747,0
-122.284598247.6176178,-122.284620647.617723,0
-122.28458647.6161857,-122.28457547.6164657,0
-122.283924347.6152314,-122.284556647.6160795,1
-122.284816147.6180371,-122.284957747.6181513,0
-122.2846322469337547.6177572489042,-122.28466147.6178418,0
-122.3466247.6520937,-122.346670947.6508544,0
-122.306157547.617266,-122.3061576558400247.61725155882419,0
-122.3061576558400247.61725155882419,-122.306158747.6171548,0
-122.306158747.6171548,-122.306160547.6169872,0
-122.30609647.6185046,-122.306125247.6173837,0
-122.304880447.617125,-122.304468747.6171217,0
-122.305829747.6171284,-122.304880447.617125,0
-122.303625547.6171147,-122.302596281158547.617113230107336,0
-122.302596281158547.617113230107336,-122.302575247.6171132,0
-122.306040947.6171063,-122.305957147.6171176,0
-122.306160547.6169872,-122.306101447.6170689,0
-122.302328147.5783406,-122.30129947.578348,1
-122.30129947.578348,-122.300301247.5783468,1
-122.303325547.5783436,-122.302328147.5783406,0
-122.300301247.5783468,-122.299309147.5783464,1
-122.299309147.5783464,-122.299051447.5783464,2
-122.2981523946946347.578346110519135,-122.298129247.5783461,0
-122.303344347.5750783,-122.30336547.5740324,4
-122.303339747.5767006,-122.303339847.5758794,2
-122.303325547.5783436,-122.30332947.5775353,0
-122.30332947.5775353,-122.303339747.5767006,1
-122.303339847.5758794,-122.303344347.5750783,1
-122.303385347.573087,-122.303423747.5719285,0
-122.30336547.5740324,-122.303385347.573087,4
-122.296897247.6395049,-122.29689247.6395282,0
-122.29689247.6395282,-122.296865347.6396418,0
-122.299025447.5854798,-122.298129347.5854704,0
-122.302591447.5883675,-122.301415147.5883559,0
-122.302436747.5930852,-122.30230647.5933118,0
-122.302231947.5945728,-122.30224247.5955009,0
-122.302489847.5918834,-122.302521647.5919594,0
-122.302591447.5883675,-122.302586947.5884527,1
-122.310532447.5884342,-122.310548247.5877643,0
-122.310774547.5836676,-122.310774947.5836266,3
-122.310760247.5845245,-122.310760947.5844798,2
-122.310787747.5863476,-122.310788447.5863037,1
-122.310548247.5877643,-122.310547747.5877031,2
-122.310787847.5855085,-122.310786947.5854723,0
-122.309489547.5829686,-122.30880547.5829664,0
-122.31078147.5829744,-122.310106647.5829706,1
-122.308152347.5829643,-122.307504247.5829622,0
-122.306849247.5829601,-122.305555347.5829559,0
-122.304242847.5829517,-122.302962947.5829492,0
-122.305555347.5829559,-122.304932547.5829539,0
-122.302413347.5829567,-122.30181947.5831511,0
-122.302962947.5829492,-122.302413347.5829567,0
-122.310727847.5786637,-122.310725147.5786018,1
-122.310791847.5802972,-122.310777547.5801042,0
-122.310813347.5810028,-122.310791847.5802972,0
-122.310739947.579592,-122.310738147.579456,1
-122.31069347.5778519,-122.310704547.5778443,1
-122.31078147.5829744,-122.310813347.5810028,1
-122.301195147.6202105,-122.30102847.6202099,0
-122.296194847.6234769,-122.296123847.6235248,0
-122.296414947.6233284,-122.296194847.6234769,0
-122.295459747.6239727,-122.295218447.6241354,1
-122.295092247.6242221,-122.295054847.6242475,1
-122.2959247791585547.6236590038225,-122.295531547.6239242,0
-122.306158747.6171548,-122.306129447.6171253,0
-122.398328447.6405246,-122.398328547.6405447,0
-122.398330347.6411602,-122.398326147.6418166,0
-122.398147647.6380815,-122.398205547.6382079,1
-122.3995424876721647.639047462271755,-122.39963747.6391063,2
-122.398147647.6380815,-122.398337547.6382162,1
-122.399004247.6387123,-122.399357547.6389323,4
-122.398525547.6383561,-122.398723247.6385032,3
-122.322854747.606353,-122.323084147.6062563,1
-122.326252247.6088722,-122.326326747.6089528,1
-122.324301747.6067422,-122.324362347.6068096,2
-122.325605247.6081721,-122.325978647.6085761,1
-122.324943847.6074564,-122.325004647.6075222,3
-122.323639147.606022,-122.324189747.6066205,1
-122.285484347.704721,-122.285364447.7047198,1
-122.285364447.7047198,-122.28371747.7047038,0
-122.282761447.7046835,-122.282025347.7046655,0
-122.282025347.7046655,-122.280948747.7046608,0
-122.283448147.7047015,-122.282761447.7046835,0
-122.373895247.6367111,-122.373828147.6368291,4
-122.373967947.6386404,-122.373970547.6377339,4
-122.373949347.6397387,-122.373967947.6386404,0
-122.399708547.6356534,-122.399552347.6357651,0
-122.302915247.6189332,-122.3028849425010847.6189334060085,0
-122.3028849425010847.6189334060085,-122.302562747.6189356,1
-122.355580447.6417702,-122.355615247.6417125,0
-122.354475647.6418665,-122.353964147.6419525,0
-122.353500647.6420412,-122.353409447.6420575,0
-122.355193347.6418595,-122.355042647.6418591,0
-122.356069747.641431,-122.355582147.6414353,0
-122.338489747.6185409,-122.338406547.6185407,1
-122.339148247.6185431,-122.338991447.6185426,1
-122.3569457797701747.63231828242768,-122.356961747.6323234,0
-122.356638747.6295752,-122.356636847.6296962,0
-122.356625347.6304404,-122.356615647.6312384,1
-122.356614947.6312953,-122.356613347.6315327,1
-122.34741247.6607488,-122.3474147.6602646,0
-122.34741547.6566699,-122.347385547.6553797,0
-122.347385547.6553797,-122.347367547.6541418,1
-122.347400347.6577477,-122.34741547.6566699,0
-122.347409147.6600367,-122.347404847.6593261,0
-122.347404847.6593261,-122.347392947.6586447,0
-122.347392947.6586447,-122.347397247.6580864,0
-122.3571347.6635803,-122.3577947.6635835,2
-122.353974147.6960161,-122.353323347.6960145,2
-122.355343447.6960194,-122.353974147.6960161,3
-122.358033547.6960264,-122.356670547.6960226,2
-122.356670547.6960226,-122.355343447.6960194,2
-122.356685847.697843,-122.356494647.6978425,0
-122.35805147.6978479,-122.3574247.6978456,0
-122.354035847.6978307,-122.353340447.6978261,2
-122.355362647.6978395,-122.354670647.6978349,1
-122.376333347.6478941,-122.376326547.6483378,0
-122.376507447.6478942,-122.376503847.6472667,0
-122.376515147.6492422,-122.376514847.6490714,0
-122.37633747.6492494,-122.376337547.6493243,0
-122.396750447.6635486,-122.397013747.6636822,6
-122.391071747.6622644,-122.39155247.6624543,6
-122.3996447.6646356,-122.399756147.6646911,7
-122.3983207223305747.664302986433235,-122.398398747.6643326,9
-122.3287034260542947.618482804498626,-122.32855847.6184886,0
-122.3291109138125647.61846656534621,-122.3287034260542947.618482804498626,2
-122.3291247570251747.61846601366819,-122.3291109138125647.61846656534621,2
-122.329125147.618466,-122.3291247570251747.61846601366819,2
-122.330425847.6184729,-122.330314547.6184644,1
-122.295159247.5615018,-122.295062647.5615126,2
-122.294571147.5629305,-122.294670447.5628961,2
-122.295609947.5645067,-122.296058647.5652021,0
-122.296058647.5652021,-122.296324947.5656295,0
-122.295202547.5638605,-122.295609947.5645067,0
-122.294571147.5629305,-122.294615547.5629957,3
-122.295268247.5654614,-122.295179247.5654245,0
-122.293946847.5652117,-122.293774647.5652079,2
-122.313742847.569791,-122.313518147.5692438,2
-122.329965247.5902939,-122.329794347.5902938,0
-122.323405647.5925456,-122.323158847.5926196,0
-122.3173449989006247.59582045396324,-122.317317847.5958301,0
-122.318766947.5957658,-122.317503947.5957641,1
-122.329386447.5638222,-122.329381447.5636071,0
-122.329120447.5681881,-122.329227947.5677927,0
-122.329255347.5676917,-122.32928347.5676017,0
-122.329392147.5672465,-122.329426347.5669972,0
-122.326738447.5671576,-122.326736247.5669991,0
-122.326734347.5668573,-122.326732947.5667454,0
-122.32668747.5612257,-122.326711547.5611234,0
-122.326695447.5651332,-122.326694247.5646011,0
-122.326715847.5659426,-122.326695447.5651332,0
-122.32668247.56201,-122.326682447.5619451,0
-122.324064447.5630536,-122.324076547.5629503,1
-122.323991147.5645819,-122.323993447.5644826,2
-122.324192947.5620169,-122.324222647.5617942,0
-122.32275147.5650606,-122.322818347.564391,0
-122.322720547.5656268,-122.322747247.5651306,0
-122.32313647.56122,-122.323263947.5600438,0
-122.323113147.5613968,-122.32313647.56122,0
-122.323285447.559784,-122.323287147.5596507,0
-122.326738447.5671576,-122.325407947.567167,1
-122.322701447.5671861,-122.3222447.5671894,0
-122.3267347.5665054,-122.326154747.5662078,0
-122.323979147.565104,-122.323512747.5648828,0
-122.323512747.5648828,-122.323301247.5647825,0
-122.326734347.5668573,-122.327069647.566998,0
-122.340366147.6100624,-122.340435447.6100335,1
-122.313061847.6648984,-122.31321847.6649004,2
-122.30981147.6738669,-122.307922947.6731477,1
-122.31236147.700343,-122.312233647.7003426,1
-122.273069347.6934825,-122.272215547.6931935,1
-122.276506947.6959002,-122.276473747.6958576,5
-122.274554447.6940178,-122.274239347.6938952,1
-122.275086347.6943121,-122.274754147.6941146,1
-122.27078347.6926793,-122.270699647.6926407,0
-122.276721547.6961557,-122.27665147.6960644,0
-122.277664347.6973852,-122.277593747.6972853,0
-122.276537547.6993245,-122.276485947.701126,1
-122.276573247.6974295,-122.276537547.6993245,0
-122.276461447.7029416,-122.276402947.7045766,0
-122.276485947.701126,-122.276461447.7029416,1
-122.341056347.6365792,-122.341459647.6366553,1
-122.329419147.5657327,-122.329410347.5649816,0
-122.326724847.5662999,-122.326722747.5662236,0
-122.326736247.5669991,-122.326735247.566926,0
-122.348915947.5714099,-122.350469447.5713991,1
-122.287128347.5716082,-122.286889547.5716059,0
-122.305562847.5845029,-122.305560947.5854966,3
-122.305539747.5863245,-122.305524547.5867742,0
-122.305372847.5869453,-122.305241447.5870698,0
-122.305560947.5854966,-122.305557447.5856335,1
-122.305395747.578739,-122.305400247.5791654,0
-122.305431847.5799839,-122.305475647.5802633,0
-122.305399147.5795604,-122.305431847.5799839,0
-122.305475647.5802633,-122.30555647.5810025,0
-122.305555347.5829559,-122.305559547.5836669,1
-122.305559547.5836669,-122.305552647.5838076,3
-122.30555647.5810025,-122.305566947.5810846,1
-122.305400247.5791654,-122.305399147.5795604,0
-122.305382547.5783537,-122.305395747.578739,0
-122.295460347.5535789,-122.294569447.5535446,0
-122.290456947.5534577,-122.289973947.5534618,3
-122.292676647.5534999,-122.292131547.553483,0
-122.291563647.5534644,-122.291044747.5534572,0
-122.294157847.5535288,-122.292676647.5534999,0
-122.296880747.553621,-122.295460347.5535789,3
-122.338339847.6177598,-122.338286447.6177687,0
-122.337045147.6171603,-122.33693347.617128,0
-122.363692847.6478025,-122.363711847.6478381,2
-122.325693147.6577008,-122.325548947.6577011,2
-122.326249847.657689,-122.325693147.6577008,0
-122.315505447.5810196,-122.315447247.5810306,0
-122.293198647.5608157,-122.293284447.560949,0
-122.296686447.5662908,-122.29672347.5663846,11
-122.290106847.5552446,-122.289467647.5538935,3
-122.284646547.5439447,-122.284291847.543206,0
-122.284291847.543206,-122.283936147.5424781,0
-122.284812847.5442836,-122.284646547.5439447,0
-122.285706247.546051,-122.285424347.5455187,2
-122.289405347.5542513,-122.289560947.5545909,0
-122.289036747.5534515,-122.289405347.5542513,1
-122.289560947.5545909,-122.289638447.5547617,1
-122.291638547.5578679,-122.291028747.5568851,3
-122.292196647.5586819,-122.292118247.5585636,2
-122.289261447.5534576,-122.289186447.5534556,1
-122.2891153863831447.553453600850034,-122.289036747.5534515,1
-122.286122447.5534365,-122.285591547.5534391,1
-122.286210847.5534349,-122.286122447.5534365,1
-122.289036747.5534515,-122.287377647.5534482,8
-122.294153747.5662251,-122.292921447.5662019,0
-122.292921447.5662019,-122.292477347.5661949,0
-122.295840547.5662692,-122.295045347.5662367,0
-122.296686447.5662908,-122.296598447.5663006,0
-122.292477347.5661949,-122.291582347.5661763,0
-122.291582347.5661763,-122.290996647.5661926,0
-122.289835347.5551955,-122.289436247.555127,1
-122.289436247.555127,-122.288775647.5551215,5
-122.290106847.5552446,-122.290000247.5552253,0
-122.2899675817664847.55521940190846,-122.289927247.5552121,1
-122.292196647.5586819,-122.292073947.5586826,0
-122.2920164134143247.55868293865441,-122.29200647.558683,0
-122.302955147.5844994,-122.302956347.584314,5
-122.299997747.5807883,-122.299604147.5802736,0
-122.30285347.5845205,-122.302715847.5845193,0
-122.2934496483930947.56082828685634,-122.293427647.5608232,1
-122.370076747.6420162,-122.370074147.6421879,0
-122.370191947.6432136,-122.370198147.6434871,0
-122.37015847.6428366,-122.370188347.6430351,0
-122.370075147.6407328,-122.370075447.6409781,1
-122.370075447.6409781,-122.370076447.6417924,0
-122.370196447.6442896,-122.370195947.6444904,0
-122.370197847.6436342,-122.370196447.6442896,0
-122.370075147.6407328,-122.37070847.6407283,2
-122.37070847.6407283,-122.371242947.6407308,1
-122.362283547.6395859,-122.362954447.6395854,1
-122.36361847.6395848,-122.364274247.6395843,0
-122.361160547.6395867,-122.361612647.6395864,1
-122.359588647.639588,-122.360259647.6395875,4
-122.359589247.6397163,-122.359596547.6413739,2
-122.359596747.6414272,-122.359565847.6432395,0
-122.402879347.6686185,-122.403499447.6689524,0
-122.350032847.6614357,-122.350024647.6621374,1
-122.350033347.659337,-122.350037247.6596397,1
-122.35004747.6602154,-122.350044447.6603888,0
-122.35003947.6607551,-122.350037247.6609531,1
-122.350027447.6589551,-122.350033347.659337,1
-122.361854947.6708725,-122.361831847.6722833,1
-122.361830847.6723424,-122.361855747.6741087,1
-122.384698247.6521725,-122.384683447.6534026,1
-122.3846679447029747.6484539561341,-122.384668147.6484719,3
-122.384678947.6503622,-122.384680947.6505534,3
-122.384668147.6484719,-122.384668747.6485703,13
-122.384652447.6465948,-122.384654647.646864,6
-122.384643947.6447604,-122.384645247.6450305,5
-122.384650747.6429276,-122.384649947.6431538,3
-122.304175847.6181052,-122.304088947.6181638,0
-122.306157547.617266,-122.30592547.6173653,0
-122.307418847.616743,-122.306874747.6169686,0
-122.303649347.6184451,-122.303083447.6188213,0
-122.402388647.6585354,-122.402660747.6584533,5
-122.401950547.6587129,-122.402121747.6586435,2
-122.401601847.6588701,-122.401913847.6587294,0
-122.366251747.6420059,-122.366941647.642005,2
-122.367602947.6420112,-122.368285847.6420164,2
-122.364946347.6420184,-122.366251747.6420059,2
-122.364946347.6420184,-122.364945547.64272,0
-122.364945547.64272,-122.364945247.6429975,0
-122.288545447.6043984,-122.28843747.6043971,0
-122.288086747.604393,-122.28777747.6043857,2
-122.286271847.6038744,-122.286006247.60387,4
-122.28559247.6038983,-122.285409247.6038968,5
-122.312407547.6410431,-122.31246247.6411172,0
-122.333005647.6242866,-122.332892547.624284,0
-122.347192347.6725395,-122.347193447.6728457,0
-122.313631647.6374843,-122.313661647.6375207,3
-122.314657347.6381728,-122.314706447.6382016,3
-122.318443347.6815644,-122.31745847.6815555,0
-122.403753347.6758287,-122.404301947.6758445,2
-122.404602247.6758532,-122.404738447.6758588,0
-122.366174547.6996537,-122.3660572658618447.69971370287287,0
-122.3660572658618447.69971370287287,-122.366048595362447.69971814061501,0
-122.366048595362447.69971814061501,-122.365933447.6997771,0
-122.315668947.5998742,-122.31541847.5997551,1
-122.3141472671768247.59920796933093,-122.314144347.5992057,0
-122.314759547.599508,-122.314602347.5994511,0
-122.31491947.6016771,-122.314675447.6016767,0
-122.31637947.6016787,-122.316253947.6016786,0
-122.314675447.6016767,-122.314333647.6016761,0
-122.315247647.5992595,-122.31576847.5992552,1
-122.315198447.5991463,-122.314911947.5991484,1
-122.3147332525149447.59920528774664,-122.314732947.5992054,0
-122.3172265712592847.59920835575523,-122.31723547.5992058,0
-122.31576847.5992552,-122.316007247.5992549,0
-122.317212147.6000346,-122.3171955014480447.60003441173665,1
-122.3171955014480447.60003441173665,-122.316894747.600031,1
-122.310347.6000061,-122.309384847.6000084,0
-122.314128947.6000201,-122.313692947.6000189,0
-122.311586847.6000201,-122.310974147.6000134,0
-122.321689447.6038914,-122.321476447.6039821,2
-122.320787147.6042227,-122.320789447.6044159,0
-122.319406447.6043701,-122.318758147.6043673,1
-122.318097247.6043662,-122.317447247.6043586,0
-122.316784280263247.604352350719225,-122.316778947.6043523,0
-122.336337847.5338134,-122.336281947.5337585,0
-122.336281947.5337585,-122.336106147.5335858,0
-122.3370518146600647.5374872788483,-122.337057147.5378676,1
-122.3370547.5373567,-122.3370518146600647.5374872788483,1
-122.33707147.5384937,-122.337086347.539022,0
-122.337058547.5367184,-122.3370547.5373567,1
-122.336067547.5394595,-122.335838447.5393641,0
-122.335180247.5406906,-122.335306447.5406939,0
-122.3368764668382247.54069519140807,-122.337122847.5406954,0
-122.337122847.5406954,-122.337274447.5406909,6
-122.337607447.5377122,-122.337255847.5374879,1
-122.333080847.5352595,-122.332840747.534801,0
-122.302912847.6681469,-122.302387347.6682814,0
-122.3982458453897747.64681983289638,-122.398245347.6468388,0
-122.398317347.6431906,-122.39829747.6446218,0
-122.398298747.6449817,-122.3982458453897747.64681983289638,0
-122.39829747.6446218,-122.398298747.6449817,0
-122.398317347.6431906,-122.398502947.6431904,0
-122.336049447.5335301,-122.335895947.5333768,0
-122.335191247.5320493,-122.335058447.531705,0
-122.337123547.5405752,-122.337123947.5404972,0
-122.337124647.5403914,-122.337125947.5401692,0
-122.337123947.5404972,-122.337124647.5403914,0
-122.337125947.5401692,-122.337126547.5400606,0
-122.337065447.5361964,-122.337058547.5367184,0
-122.337057147.5378676,-122.33707147.5384937,0
-122.337126547.5400606,-122.337127347.5399275,0
-122.336974347.5347754,-122.337012147.5348901,0
-122.342241447.5395715,-122.342248947.5394953,0
-122.338307447.539985,-122.337981647.5399286,0
-122.337981647.5399286,-122.337128147.539781,0
-122.336262747.5396712,-122.337128147.539781,0
-122.340386647.5403386,-122.338307447.539985,0
-122.335616247.5394912,-122.335802647.5395554,0
-122.3407182866251547.54038012234928,-122.340693147.5403779,0
-122.342050747.5403459,-122.341839247.5403606,0
-122.340615347.5394384,-122.340502347.5393678,0
-122.341492547.5398923,-122.340937847.5396235,0
-122.3424591156752147.54044295882778,-122.3424035523421947.54041109250544,0
-122.340851147.5395737,-122.340615347.5394384,0
-122.3421552819401147.540269648590076,-122.342047247.5402086,0
-122.3416074801470547.53995786376512,-122.341492547.5398923,0
-122.342263947.540331,-122.3421552819401147.540269648590076,0
-122.342050747.5403459,-122.342448747.5405925,0
-122.334463147.5381698,-122.334204347.5376104,0
-122.333306647.5356414,-122.333162247.5353972,0
-122.334463147.5381698,-122.334516947.5384672,0
-122.334204347.5376104,-122.334079647.5373369,0
-122.332711147.5346321,-122.332387747.5342836,0
-122.334516947.5384672,-122.334645647.5387048,0
-122.3661312891976447.660008951987855,-122.366231147.6599901,2
-122.365764847.6600311,-122.365957547.6600289,3
-122.360124447.5683415,-122.361192847.5683421,4
-122.31728747.5653125,-122.317347147.5635118,0
-122.317347147.5635118,-122.317384747.5617061,0
-122.31728747.5653125,-122.316639647.5653136,0
-122.314224147.6138979,-122.314227447.6141193,1
-122.314227447.6141193,-122.314223447.6144748,3
-122.313682347.6141253,-122.312776347.6145009,2
-122.314224147.6138979,-122.313682347.6141253,2
-122.276026547.6648889,-122.276042847.6676425,0
-122.314962347.5230471,-122.314980947.5222004,5
-122.348754447.6146899,-122.348846747.6147438,0
-122.350623147.61579,-122.350725747.6158511,0
-122.34790247.615349,-122.34798147.6152856,0
-122.376819947.70834,-122.377110647.7083037,0
-122.377110647.7083037,-122.377390447.7082663,0
-122.37616147.6531159,-122.376154847.6533001,3
-122.37616947.652971,-122.37616147.6531159,1
-122.28935347.6116374,-122.289671647.6116388,0
-122.290394647.6116534,-122.29036947.6129065,3
-122.337978447.68581,-122.338175547.6858452,0
-122.337619747.6857115,-122.337709147.6857309,0
-122.339899647.6847727,-122.339181947.6850991,0
-122.327761947.6873069,-122.327571147.6871198,1
-122.328435147.6879671,-122.327761947.6873069,1
-122.324301447.6867924,-122.323639147.6867888,0
-122.376124347.6329737,-122.37610147.6329036,2
-122.3760473878539247.63277426615521,-122.376043447.6327653,2
-122.3761859839750247.63339252011766,-122.376184247.6333057,1
-122.376189147.6335249,-122.376187247.6334517,0
-122.37459847.6314189,-122.37467647.6314802,0
-122.375348647.6319889,-122.375522147.6321238,0
-122.374266147.6316539,-122.374218647.6316921,0
-122.347103247.6382675,-122.346628247.6382607,1
-122.281563747.617647,-122.28118847.617638,0
-122.289339147.6124924,-122.28933447.6128084,1
-122.28935347.6116374,-122.288256447.6116274,0
-122.288256447.6116274,-122.287713747.6116188,0
-122.29036947.6129065,-122.289463147.6128966,4
-122.290246747.6176419,-122.290223747.6178295,0
-122.290326247.6140663,-122.290306847.6152329,1
-122.29028847.6165053,-122.290246747.6176419,0
-122.290306847.6152329,-122.29028847.6165053,2
-122.29036947.6129065,-122.290326247.6140663,4
-122.276400147.5209936,-122.276453247.5210119,0
-122.365064447.659309,-122.365070947.6590485,2
-122.365064447.659309,-122.365236247.6594863,0
-122.364717547.6589511,-122.364799747.6590359,2
-122.364446647.6589526,-122.364558447.658952,1
-122.364717547.6589511,-122.364914247.6589505,3
-122.322855147.6495616,-122.322435947.6500915,0
-122.322342447.6502098,-122.32213847.6504742,0
-122.316872947.6164392,-122.316877847.6168171,0
-122.316888147.6176083,-122.31690847.6187742,0
-122.316862147.6156645,-122.316872947.6164392,0
-122.314171847.6080481,-122.314170347.6082249,0
-122.314161747.6092158,-122.31414747.6098616,1
-122.314127147.6115632,-122.314116247.6125662,2
-122.314134847.6103939,-122.314127147.6115632,2
-122.312831647.6061924,-122.312823747.6073802,0
-122.312786447.6129186,-122.312778847.6141267,0
-122.312803747.6103833,-122.312795947.6115547,0
-122.312795947.6115547,-122.312786447.6129186,0
-122.312819347.6080445,-122.312811547.6092138,0
-122.320814947.6101589,-122.320816247.6103987,0
-122.3208147.6092355,-122.320811247.6094675,0
-122.314171847.6080481,-122.312819347.6080445,0
-122.302786147.6080175,-122.3027653400461547.60801744507949,0
-122.3027653400461547.60801744507949,-122.302445947.6080166,0
-122.319390647.6078016,-122.319329347.6078281,0
-122.319419747.6062119,-122.318754547.6062108,3
-122.32007247.6062129,-122.319419747.6062119,3
-122.318101247.6062098,-122.317441547.6062088,2
-122.3167833516191847.60620781004182,-122.316777247.6062078,0
-122.316777247.6062078,-122.316394147.6062061,0
-122.311564247.6061857,-122.310261747.6061792,0
-122.312831647.6061924,-122.311564247.6061857,0
-122.339090547.607833,-122.3391012597577847.60784476901964,0
-122.3391012597577847.60784476901964,-122.339153447.6079018,0
-122.416818447.6516722,-122.416683447.6514379,0
-122.416281147.6427669,-122.416146347.6425611,2
-122.416408247.6504656,-122.416370347.6502249,0
-122.416528447.6517688,-122.416818447.6516722,0
-122.3660090963191647.69135740868131,-122.366013447.6913574,0
-122.363336447.6913628,-122.3660090963191647.69135740868131,0
-122.360655747.6913487,-122.363336447.6913628,1
-122.263537347.6760111,-122.263538547.6760514,2
-122.336557947.5904358,-122.336457847.5904044,0
-122.3357290555831447.59239232809576,-122.335731547.5924205,0
-122.336187547.5913098,-122.335913947.5918489,0
-122.2681647349967647.53159009016734,-122.268162147.531682,0
-122.395541147.6522728,-122.396893847.6522695,0
-122.396893847.6522695,-122.397569547.6522678,0
-122.394899947.6522743,-122.395541147.6522728,0
-122.394894247.6513709,-122.395556947.6513727,0
-122.370923347.6531536,-122.370185647.6527086,5
-122.272456947.656131,-122.272460147.6568083,0
-122.274359747.6542636,-122.274566247.6540865,0
-122.360441947.5723654,-122.360361947.5724838,1
-122.353465547.6399505,-122.353468747.6402601,0
-122.353138547.6399528,-122.352811447.6399487,0
-122.353138547.6399528,-122.353468747.6402601,0
-122.327981447.5754758,-122.328667747.5754716,1
-122.292501347.6140821,-122.29242447.6141769,0
-122.292401647.6164415,-122.292388247.6176047,2
-122.292406147.6152742,-122.292401647.6164415,2
-122.292630947.6116558,-122.292578147.6129327,0
-122.292578147.6129327,-122.29257247.6139865,0
-122.292388247.6176047,-122.292371647.6181043,5
-122.292646447.6104249,-122.292630947.6116558,0
-122.292633347.6092893,-122.292646447.6104249,0
-122.292604647.6084582,-122.292633347.6092893,0
-122.292604647.6084582,-122.292064247.60845,0
-122.333427447.6185282,-122.333000947.6185263,4
-122.331067847.6185177,-122.330875747.6185151,1
-122.3325127803824747.61852415978296,-122.332450447.6185239,9
-122.333000947.6185263,-122.332642547.6185247,4
-122.333427447.6185282,-122.333186347.6183927,4
-122.325738747.5958422,-122.325443247.5958417,0
-122.325056347.595841,-122.324430347.5958399,3
-122.326999347.5958444,-122.326757847.595844,0
-122.3263947.5958434,-122.325738747.5958422,0
-122.321853847.5958354,-122.321636847.5958351,1
-122.321853847.5958354,-122.322461847.5958365,1
-122.323121847.5958377,-122.322652947.5958368,0
-122.324430347.5958399,-122.324192547.5958395,3
-122.32638947.5961777,-122.3263947.5958434,0
-122.3422659948324247.65898503081168,-122.342258847.6591227,0
-122.342178247.6606775,-122.342159947.6610293,0
-122.342215347.6599621,-122.342186847.6605109,0
-122.342256147.6591753,-122.342246347.6593487,0
-122.342294947.6584268,-122.342293947.6584463,0
-122.34231647.6580213,-122.342303547.6582621,0
-122.342388147.6566306,-122.342376647.6568529,2
-122.342376647.6568529,-122.342350647.6573541,3
-122.342424547.6559302,-122.342388147.6566306,2
-122.356711747.5684153,-122.356515347.5683633,0
-122.36811547.5434686,-122.368118747.5431063,0
-122.367450647.5435794,-122.367414247.5432194,0
-122.368118747.5431063,-122.368717847.5431075,0
-122.367406347.5431049,-122.368118747.5431063,0
-122.36811547.5434686,-122.367966147.5434711,0
-122.368504547.5437411,-122.368376847.5436631,0
-122.367450647.5435794,-122.367088347.5436555,0
-122.304468647.6447065,-122.304514347.6450917,0
-122.302442447.658742,-122.302660247.6583984,1
-122.30153347.6602806,-122.30181847.6601461,0
-122.302724747.6581335,-122.302663647.6582183,1
-122.311863847.6553419,-122.311745747.6553092,2
-122.311863847.6553419,-122.311940947.6553434,1
-122.31148147.6553051,-122.311548147.6553355,2
-122.299950347.6176511,-122.299370447.617645,1
-122.301239647.6176647,-122.300723647.6176592,1
-122.360249547.5665226,-122.360686547.5665235,2
-122.32580347.701354,-122.324527247.7013348,1
-122.324283447.7013308,-122.324195347.7013303,0
-122.327236647.7013566,-122.327012347.7013562,0
-122.327267547.7031607,-122.32709747.7031593,1
-122.325837847.7031649,-122.324917847.703156,2
-122.323178747.704065,-122.323189747.704663,3
-122.323166847.7034197,-122.323170547.7036201,2
-122.3456089228282847.639059825884885,-122.3454186635022947.63905923211971,0
-122.3456089228282947.639059825884885,-122.3456089228282847.639059825884885,0
-122.345782347.6390615,-122.345728847.6390602,0
-122.3454186635022947.63905923211971,-122.345280247.6390588,0
-122.326814847.6542774,-122.326824547.6542385,0
-122.288516647.5443253,-122.288999247.5443322,0
-122.290359747.544362,-122.291534747.544383,0
-122.344604647.6628688,-122.344898847.6627977,6
-122.346107247.6621049,-122.345949747.6621205,0
-122.321554947.5394438,-122.320969747.5394465,2
-122.32567247.5394248,-122.325152547.5394272,1
-122.327567347.539416,-122.32567247.5394248,0
-122.325152547.5394272,-122.322615247.5394389,3
-122.321922447.5394411,-122.321554947.5394438,0
-122.322615247.5394389,-122.322385347.5394404,2
-122.3203647.5394474,-122.320081947.5394495,3
-122.285947547.5278787,-122.285953947.5261257,1
-122.285971347.5296737,-122.285947547.5278787,5
-122.285911747.5323335,-122.285912947.5315503,4
-122.285912947.5315503,-122.285948247.5314451,1
-122.31954547.6613081,-122.319478447.6613079,6
-122.317760247.6613058,-122.317645847.6613034,1
-122.318793247.661308,-122.318389647.661304,4
-122.318389647.661304,-122.318029847.6613027,1
-122.31774647.6598428,-122.317746347.6597683,2
-122.317706647.6610443,-122.317716847.6609808,0
